Reporting Economy,Product/Sector,Year,Value
Botswana,Agricultural products,2020,88.053117
Botswana,Agricultural products,2018,120.742238
Botswana,Agricultural products,2017,108.964016
Botswana,Agricultural products,2016,130.436607
Brazil,Agricultural products,2017,87792.34375
Brazil,Agricultural products,2016,76904.12608
Brazil,Agricultural products,2019,89086.12747
Brazil,Agricultural products,2018,92906.04985
Brazil,Agricultural products,2021,111085.7041
Brazil,Agricultural products,2020,93236.58379
Belize,Agricultural products,2019,196.824529
Belize,Agricultural products,2020,190.86699
Belize,Agricultural products,2021,234.722753
Belize,Agricultural products,2018,183.104719
Belize,Agricultural products,2016,158.243266
Belize,Agricultural products,2017,212.748054
Solomon Islands,Agricultural products,2017,445.325763
Solomon Islands,Agricultural products,2016,399.646005
Solomon Islands,Agricultural products,2018,530.735638
Solomon Islands,Agricultural products,2020,344.0668
Solomon Islands,Agricultural products,2021,350.5476
Solomon Islands,Agricultural products,2019,414.2619
Brunei Darussalam,Agricultural products,2021,42.678111
Brunei Darussalam,Agricultural products,2020,11.524256
Brunei Darussalam,Agricultural products,2018,15.711268
Brunei Darussalam,Agricultural products,2019,12.717394
Brunei Darussalam,Agricultural products,2017,12.834642
Brunei Darussalam,Agricultural products,2016,9.870422
Bulgaria,Agricultural products,2017,5017.423546
Bulgaria,Agricultural products,2016,4821.910518
Bulgaria,Agricultural products,2018,5433.926388
Bulgaria,Agricultural products,2019,5654.102991
Bulgaria,Agricultural products,2020,5626.827057
Bulgaria,Agricultural products,2021,7348.159661
Myanmar,Agricultural products,2021,5437.703791
Myanmar,Agricultural products,2019,4727.07003
Myanmar,Agricultural products,2020,5304.7138
Myanmar,Agricultural products,2018,4940.809651
Myanmar,Agricultural products,2016,4643.78504
Myanmar,Agricultural products,2017,4781.31686
Burundi,Agricultural products,2016,78.785392
Burundi,Agricultural products,2019,81.106227
Burundi,Agricultural products,2017,89.133306
Burundi,Agricultural products,2018,88.547447
Burundi,Agricultural products,2021,74.17406
Burundi,Agricultural products,2020,81.896953
Belarus,Agricultural products,2020,6686.1965
Belarus,Agricultural products,2021,8059.9704
Belarus,Agricultural products,2019,6413.8032
Belarus,Agricultural products,2018,5999.9389
Belarus,Agricultural products,2016,4579.7992
Belarus,Agricultural products,2017,5534.0645
Cambodia,Agricultural products,2017,861.287421
Cambodia,Agricultural products,2016,659.364096
Cambodia,Agricultural products,2019,929.792112
Cambodia,Agricultural products,2018,934.936829
Cambodia,Agricultural products,2021,1353.326796
Cambodia,Agricultural products,2020,1095.44527
Cameroon,Agricultural products,2021,1476.022
Cameroon,Agricultural products,2020,1370.593
Cameroon,Agricultural products,2019,1507.471975
Cameroon,Agricultural products,2018,1517.054719
Cameroon,Agricultural products,2016,1601.053264
Cameroon,Agricultural products,2017,1412.279226
Canada,Agricultural products,2017,66584.63103
Canada,Agricultural products,2016,63054.04528
Canada,Agricultural products,2018,69134.43152
Canada,Agricultural products,2020,69754.24496
Canada,Agricultural products,2021,87298.84158
Canada,Agricultural products,2019,64989.86216
Cabo Verde,Agricultural products,2021,35.775
Cabo Verde,Agricultural products,2019,49.853172
Cabo Verde,Agricultural products,2020,35.65503
Cabo Verde,Agricultural products,2018,62.818224
Cabo Verde,Agricultural products,2017,38.611914
Cabo Verde,Agricultural products,2016,49.743821
Cayman Islands,Agricultural products,2021,1.060594
Cayman Islands,Agricultural products,2020,0.590967
Central African Republic,Agricultural products,2020,7.99115
Central African Republic,Agricultural products,2021,6.212416
Central African Republic,Agricultural products,2016,29.365405
Central African Republic,Agricultural products,2017,27.026493
Central African Republic,Agricultural products,2018,16.079986
Central African Republic,Agricultural products,2019,15.934495
Sri Lanka,Agricultural products,2019,3087.034603
Sri Lanka,Agricultural products,2018,3214.603306
Sri Lanka,Agricultural products,2017,3280.767081
Sri Lanka,Agricultural products,2016,2855.757192
Sri Lanka,Agricultural products,2020,2968.196336
Sri Lanka,Agricultural products,2021,3525.820101
Chile,Agricultural products,2020,21663.93857
Chile,Agricultural products,2019,23235.58267
Chile,Agricultural products,2021,23976.21845
Chile,Agricultural products,2016,20251.68548
Chile,Agricultural products,2017,21297.60973
Chile,Agricultural products,2018,24313.58589
China,Agricultural products,2018,82789.92653
China,Agricultural products,2019,81681.24024
China,Agricultural products,2017,78438.49196
China,Agricultural products,2016,75476.27614
China,Agricultural products,2020,78177.32311
China,Agricultural products,2021,88525.93291
Chinese Taipei,Agricultural products,2020,6936.968579
Chinese Taipei,Agricultural products,2019,7546.544176
Chinese Taipei,Agricultural products,2021,8485.367462
Chinese Taipei,Agricultural products,2016,6354.932206
Chinese Taipei,Agricultural products,2017,7156.593032
Chinese Taipei,Agricultural products,2018,7832.928949
Colombia,Agricultural products,2018,7297.359877
Colombia,Agricultural products,2017,7342.2629
Colombia,Agricultural products,2016,6864.603313
Colombia,Agricultural products,2019,7360.381071
Colombia,Agricultural products,2021,9432.837575
Colombia,Agricultural products,2020,7870.558522
Comoros,Agricultural products,2020,12.94423
Comoros,Agricultural products,2019,21.341446
Comoros,Agricultural products,2021,17.973011
Comoros,Agricultural products,2016,25.350049
Comoros,Agricultural products,2017,30.57497
Comoros,Agricultural products,2018,29.490179
Congo,Agricultural products,2018,271.26902
Congo,Agricultural products,2017,259.80488
Congo,Agricultural products,2016,170.828611
Congo,Agricultural products,2019,339.839594
Congo,Agricultural products,2020,340.337597
Congo,Agricultural products,2021,354.815801
Democratic Republic of the Congo,Agricultural products,2020,204.278609
Democratic Republic of the Congo,Agricultural products,2019,169.697233
Democratic Republic of the Congo,Agricultural products,2021,273.829
Democratic Republic of the Congo,Agricultural products,2016,121.247571
Democratic Republic of the Congo,Agricultural products,2017,134.211294
Democratic Republic of the Congo,Agricultural products,2018,153.780294
Costa Rica,Agricultural products,2018,4836.783907
Costa Rica,Agricultural products,2016,4618.301527
Costa Rica,Agricultural products,2017,5125.533991
Costa Rica,Agricultural products,2019,4687.24458
Costa Rica,Agricultural products,2020,4810.928476
Costa Rica,Agricultural products,2021,5482.023188
Croatia,Agricultural products,2021,4325.238295
Croatia,Agricultural products,2020,3512.062787
Croatia,Agricultural products,2019,3278.859302
Croatia,Agricultural products,2017,3011.141474
Croatia,Agricultural products,2016,2741.536899
Croatia,Agricultural products,2018,3372.664492
Cyprus,Agricultural products,2018,505.687879
Cyprus,Agricultural products,2017,437.755675
Cyprus,Agricultural products,2016,391.17454
Cyprus,Agricultural products,2019,509.681282
Cyprus,Agricultural products,2020,535.497161
Cyprus,Agricultural products,2021,555.284609
Czech Republic,Agricultural products,2020,11502.89533
Czech Republic,Agricultural products,2019,11015.74281
Czech Republic,Agricultural products,2021,13779.84633
Czech Republic,Agricultural products,2016,10105.49554
Czech Republic,Agricultural products,2017,10504.91748
Czech Republic,Agricultural products,2018,10972.91038
Benin,Agricultural products,2018,763.028912
Benin,Agricultural products,2016,292.847952
Benin,Agricultural products,2017,582.591067
Benin,Agricultural products,2019,712.160835
Benin,Agricultural products,2020,675.944021
Benin,Agricultural products,2021,832.683915
Denmark,Agricultural products,2021,25052.65801
Denmark,Agricultural products,2019,23272.42074
Denmark,Agricultural products,2020,22987.42757
Denmark,Agricultural products,2016,21334.28322
Denmark,Agricultural products,2017,23347.12955
Denmark,Agricultural products,2018,23620.08138
Dominican Republic,Agricultural products,2018,2477.211837
Dominican Republic,Agricultural products,2017,2307.597536
Dominican Republic,Agricultural products,2016,2469.187867
Dominican Republic,Agricultural products,2019,2592.912687
Dominican Republic,Agricultural products,2020,2246.837099
Dominican Republic,Agricultural products,2021,2750.925705
Ecuador,Agricultural products,2021,14097.55829
Ecuador,Agricultural products,2020,12573.33779
Ecuador,Agricultural products,2019,11835.32456
Ecuador,Agricultural products,2017,10562.45233
Ecuador,Agricultural products,2016,9648.729654
Ecuador,Agricultural products,2018,11053.05852
El Salvador,Agricultural products,2017,1124.79716
El Salvador,Agricultural products,2018,1082.513711
El Salvador,Agricultural products,2016,1026.587541
El Salvador,Agricultural products,2020,1127.700401
El Salvador,Agricultural products,2019,1158.269107
El Salvador,Agricultural products,2021,1304.165036
Ethiopia,Agricultural products,2021,3053.016825
Ethiopia,Agricultural products,2019,2329.323624
Ethiopia,Agricultural products,2020,2676.173076
Ethiopia,Agricultural products,2016,2265.269316
Ethiopia,Agricultural products,2017,2450.663204
Ethiopia,Agricultural products,2018,2117.466611
Estonia,Agricultural products,2017,2348.584462
Estonia,Agricultural products,2018,2561.988457
Estonia,Agricultural products,2016,2145.149809
Estonia,Agricultural products,2019,2612.233747
Estonia,Agricultural products,2020,2604.740196
Estonia,Agricultural products,2021,3202.300788
Fiji,Agricultural products,2021,442.309035
Fiji,Agricultural products,2020,389.128556
Fiji,Agricultural products,2019,457.361392
Fiji,Agricultural products,2016,438.189577
Fiji,Agricultural products,2018,481.124979
Fiji,Agricultural products,2017,492.177734
Finland,Agricultural products,2018,7833.717166
Finland,Agricultural products,2017,6910.283141
Finland,Agricultural products,2016,5994.201065
Finland,Agricultural products,2019,7234.848876
Finland,Agricultural products,2020,6489.692931
Finland,Agricultural products,2021,9045.047066
France,Agricultural products,2021,86216.26525
France,Agricultural products,2020,73410.0574
France,Agricultural products,2016,68152.80115
France,Agricultural products,2017,72635.0339
France,Agricultural products,2019,75456.71806
France,Agricultural products,2018,77264.94395
French Polynesia,Agricultural products,2018,38.200095
French Polynesia,Agricultural products,2017,35.576436
French Polynesia,Agricultural products,2016,33.840824
French Polynesia,Agricultural products,2020,24.153312
French Polynesia,Agricultural products,2019,39.24989
French Polynesia,Agricultural products,2021,29.262
Gabon,Agricultural products,2019,385.029
Gabon,Agricultural products,2020,393.392
Gabon,Agricultural products,2017,370.963353
Gabon,Agricultural products,2018,447.669
Gabon,Agricultural products,2016,319.631405
Gabon,Agricultural products,2021,391.888
Georgia,Agricultural products,2018,982.560489
Georgia,Agricultural products,2017,798.147222
Georgia,Agricultural products,2016,709.928883
Georgia,Agricultural products,2020,952.291473
Georgia,Agricultural products,2019,911.039489
Georgia,Agricultural products,2021,1158.695623
The Gambia,Agricultural products,2021,11.098357
The Gambia,Agricultural products,2019,8.646544
The Gambia,Agricultural products,2020,5.892357
The Gambia,Agricultural products,2016,26.264631
The Gambia,Agricultural products,2017,9.744144
The Gambia,Agricultural products,2018,3.654288
Germany,Agricultural products,2018,95284.28972
Germany,Agricultural products,2017,92637.38363
Germany,Agricultural products,2016,87482.43897
Germany,Agricultural products,2019,92587.77599
Germany,Agricultural products,2021,104151.4406
Germany,Agricultural products,2020,92813.13239
Ghana,Agricultural products,2020,3627.749786
Ghana,Agricultural products,2021,7990.843783
Ghana,Agricultural products,2017,3651.61789
Ghana,Agricultural products,2016,3725.298781
Ghana,Agricultural products,2018,4691.918183
Ghana,Agricultural products,2019,3870.871006
Kiribati,Agricultural products,2018,6.598434
Kiribati,Agricultural products,2017,12.332451
Kiribati,Agricultural products,2016,7.910742
Kiribati,Agricultural products,2020,7.79888
Kiribati,Agricultural products,2019,11.432448
Kiribati,Agricultural products,2021,7.9727
Greece,Agricultural products,2019,7591.766913
Greece,Agricultural products,2020,8383.151785
Greece,Agricultural products,2021,10188.75415
Greece,Agricultural products,2016,6953.264295
Greece,Agricultural products,2017,7106.756167
Greece,Agricultural products,2018,7863.370505
Greenland,Agricultural products,2018,591.887775
Greenland,Agricultural products,2020,688.4033
Greenland,Agricultural products,2017,536.16783
Greenland,Agricultural products,2016,509.99531
Greenland,Agricultural products,2019,681.5042
Greenland,Agricultural products,2021,683.3395
Grenada,Agricultural products,2021,19.948421
Grenada,Agricultural products,2020,16.751018
Grenada,Agricultural products,2016,18.661907
Grenada,Agricultural products,2017,22.652766
Grenada,Agricultural products,2019,21.930563
Grenada,Agricultural products,2018,18.072426
Guatemala,Agricultural products,2018,5465.733026
Guatemala,Agricultural products,2017,5601.935032
Guatemala,Agricultural products,2016,5046.730467
Guatemala,Agricultural products,2019,5762.344056
Guatemala,Agricultural products,2021,6735.107373
Guatemala,Agricultural products,2020,6304.272847
Guinea,Agricultural products,2020,296.9059
Guinea,Agricultural products,2017,338.830562
Guinea,Agricultural products,2016,194.4023
Guinea,Agricultural products,2021,349.066
Guinea,Agricultural products,2019,160.8018
Guinea,Agricultural products,2018,205.261618
Guyana,Agricultural products,2017,581.695558
Guyana,Agricultural products,2018,427.061971
Guyana,Agricultural products,2016,454.654637
Guyana,Agricultural products,2019,441.154505
Guyana,Agricultural products,2020,415.181094
Guyana,Agricultural products,2021,391.822629
Haiti,Agricultural products,2020,42
Haiti,Agricultural products,2019,54.47
Haiti,Agricultural products,2021,57.4989
Haiti,Agricultural products,2016,80.88
Haiti,Agricultural products,2018,75.4
Haiti,Agricultural products,2017,71
Honduras,Agricultural products,2018,2780.9179
Honduras,Agricultural products,2019,2239.989506
Honduras,Agricultural products,2016,2545.752992
Honduras,Agricultural products,2017,3183.324236
Honduras,Agricultural products,2020,2913.995041
Honduras,Agricultural products,2021,3145.209892
"Hong Kong, China",Agricultural products,2020,8596.584121
"Hong Kong, China",Agricultural products,2021,9487.410758
"Hong Kong, China",Agricultural products,2017,12127.55914
"Hong Kong, China",Agricultural products,2018,12796.59565
"Hong Kong, China",Agricultural products,2016,11241.98422
"Hong Kong, China",Agricultural products,2019,11460.66806
Hungary,Agricultural products,2018,10353.33187
Hungary,Agricultural products,2017,10167.56865
Hungary,Agricultural products,2016,9147.020318
Hungary,Agricultural products,2021,12583.88153
Hungary,Agricultural products,2019,10469.34331
Hungary,Agricultural products,2020,10867.14434
Iceland,Agricultural products,2021,2781.323844
Iceland,Agricultural products,2019,2471.365142
Iceland,Agricultural products,2020,2351.244765
Iceland,Agricultural products,2016,2144.737621
Iceland,Agricultural products,2017,2120.078654
Iceland,Agricultural products,2018,2500.607378
India,Agricultural products,2018,38926.55243
India,Agricultural products,2017,38832.72603
India,Agricultural products,2016,33063.95934
India,Agricultural products,2019,37370.82878
India,Agricultural products,2020,38872.18242
India,Agricultural products,2021,50490.01519
Indonesia,Agricultural products,2021,65099.27829
Indonesia,Agricultural products,2019,43191.78026
Indonesia,Agricultural products,2020,46858.33719
Indonesia,Agricultural products,2016,39152.26835
Indonesia,Agricultural products,2018,46032.59634
Indonesia,Agricultural products,2017,49293.24503
Iran,Agricultural products,2018,6728.209322
Iran,Agricultural products,2016,6441.38856
Iran,Agricultural products,2017,6349.093339
Iran,Agricultural products,2019,5720.545718
Iran,Agricultural products,2020,6281.785259
Iran,Agricultural products,2021,5725.605826
Iraq,Agricultural products,2020,115.4985
Iraq,Agricultural products,2021,948.3274
Iraq,Agricultural products,2018,126.474929
Iraq,Agricultural products,2016,4.651813
Iraq,Agricultural products,2019,129.5996
Iraq,Agricultural products,2017,129.879952
Ireland,Agricultural products,2018,15664.69495
Ireland,Agricultural products,2016,13399.45806
Ireland,Agricultural products,2017,15173.9487
Ireland,Agricultural products,2019,15737.44056
Ireland,Agricultural products,2020,15551.2839
Ireland,Agricultural products,2021,17373.07326
Israel,Agricultural products,2021,2545.962
Israel,Agricultural products,2019,2229.14
Israel,Agricultural products,2020,2214.801
Israel,Agricultural products,2016,2155.272
Israel,Agricultural products,2018,2242.317
Israel,Agricultural products,2017,2329.833
Italy,Agricultural products,2017,48566.13978
Italy,Agricultural products,2018,51846.93848
Italy,Agricultural products,2016,44266.55512
Italy,Agricultural products,2019,52407.8466
Italy,Agricultural products,2020,54718.70411
Italy,Agricultural products,2021,63664.21672
Côte d'Ivoire,Agricultural products,2021,10272.79028
Côte d'Ivoire,Agricultural products,2020,8445.886493
Côte d'Ivoire,Agricultural products,2019,8062.408666
Côte d'Ivoire,Agricultural products,2016,7147.057391
Côte d'Ivoire,Agricultural products,2017,8014.180776
Côte d'Ivoire,Agricultural products,2018,7802.503176
Jamaica,Agricultural products,2018,334.156898
Jamaica,Agricultural products,2016,318.193904
Jamaica,Agricultural products,2017,343.381514
Jamaica,Agricultural products,2019,350.84006
Jamaica,Agricultural products,2021,419.5267
Jamaica,Agricultural products,2020,369.558746
Japan,Agricultural products,2019,11610.70778
Japan,Agricultural products,2021,14117.38182
Japan,Agricultural products,2016,10515.77122
Japan,Agricultural products,2018,12004.19849
Japan,Agricultural products,2017,11030.99172
Japan,Agricultural products,2020,11633.06155
Kazakhstan,Agricultural products,2018,3236.070244
Kazakhstan,Agricultural products,2017,2549.788399
Kazakhstan,Agricultural products,2016,2214.301276
Kazakhstan,Agricultural products,2021,3935.492088
Kazakhstan,Agricultural products,2020,3286.988066
Kazakhstan,Agricultural products,2019,3420.981468
Jordan,Agricultural products,2020,1159.349862
Jordan,Agricultural products,2021,1360.642197
Jordan,Agricultural products,2019,1129.270033
Jordan,Agricultural products,2016,1267.230112
Jordan,Agricultural products,2017,1243.025647
Jordan,Agricultural products,2018,1221.667578
Kenya,Agricultural products,2018,3568.267235
Kenya,Agricultural products,2017,3469.78903
Kenya,Agricultural products,2016,3224.79919
Kenya,Agricultural products,2019,3280.567513
Kenya,Agricultural products,2021,3910.47892
Kenya,Agricultural products,2020,3616.345078
"Korea, Republic of",Agricultural products,2021,15905.14981
"Korea, Republic of",Agricultural products,2019,12940.16718
"Korea, Republic of",Agricultural products,2020,12920.04924
"Korea, Republic of",Agricultural products,2016,11195.06052
"Korea, Republic of",Agricultural products,2017,12807.46563
"Korea, Republic of",Agricultural products,2018,13335.80136
"Kuwait, the State of",Agricultural products,2018,675.547491
"Kuwait, the State of",Agricultural products,2016,575.185938
"Kuwait, the State of",Agricultural products,2017,698.694336
"Kuwait, the State of",Agricultural products,2019,422.302001
"Kuwait, the State of",Agricultural products,2021,325.4696
"Kuwait, the State of",Agricultural products,2020,405.337937
Kyrgyz Republic,Agricultural products,2021,359.303196
Kyrgyz Republic,Agricultural products,2020,279.532894
Kyrgyz Republic,Agricultural products,2017,246.036061
Kyrgyz Republic,Agricultural products,2016,169.467531
Kyrgyz Republic,Agricultural products,2019,300.200898
Kyrgyz Republic,Agricultural products,2018,238.613348
Lao People's Democratic Republic,Agricultural products,2018,1485.788132
Lao People's Democratic Republic,Agricultural products,2016,1013.556631
Lao People's Democratic Republic,Agricultural products,2017,1207.735744
Lao People's Democratic Republic,Agricultural products,2021,2105.447968
Lao People's Democratic Republic,Agricultural products,2019,1850.738389
Lao People's Democratic Republic,Agricultural products,2020,1953.24196
Lebanese Republic,Agricultural products,2021,1018.886051
Lebanese Republic,Agricultural products,2019,631.387986
Lebanese Republic,Agricultural products,2020,721.580254
Lebanese Republic,Agricultural products,2017,695.636389
Lebanese Republic,Agricultural products,2016,692.764334
Lebanese Republic,Agricultural products,2018,646.768716
Lesotho,Agricultural products,2019,48.557711
Lesotho,Agricultural products,2017,68.494286
Lesotho,Agricultural products,2018,27.591515
Lesotho,Agricultural products,2016,64.032467
Lesotho,Agricultural products,2021,111.1031
Lesotho,Agricultural products,2020,83.380084
Latvia,Agricultural products,2020,5394.808307
Latvia,Agricultural products,2021,6490.93877
Latvia,Agricultural products,2019,5156.226847
Latvia,Agricultural products,2016,3711.171692
Latvia,Agricultural products,2017,4269.753655
Latvia,Agricultural products,2018,4886.294213
Libya,Agricultural products,2018,60.029135
Libya,Agricultural products,2017,63.48779
Libya,Agricultural products,2016,63.48779
Libya,Agricultural products,2019,38.119264
Libya,Agricultural products,2021,40.709021
Libya,Agricultural products,2020,31.599884
Lithuania,Agricultural products,2019,6743.52801
Lithuania,Agricultural products,2020,7571.880998
Lithuania,Agricultural products,2021,8036.930796
Lithuania,Agricultural products,2016,5408.43307
Lithuania,Agricultural products,2017,5999.90288
Lithuania,Agricultural products,2018,6523.973357
Luxembourg,Agricultural products,2018,1684.168136
Luxembourg,Agricultural products,2017,1574.653425
Luxembourg,Agricultural products,2016,1446.480934
Luxembourg,Agricultural products,2020,1536.824382
Luxembourg,Agricultural products,2021,1693.654522
Luxembourg,Agricultural products,2019,1539.259927
"Macao, China",Agricultural products,2019,52.540683
"Macao, China",Agricultural products,2021,68.220675
"Macao, China",Agricultural products,2020,37.242806
"Macao, China",Agricultural products,2017,169.676358
"Macao, China",Agricultural products,2016,29.388082
"Macao, China",Agricultural products,2018,156.774469
Madagascar,Agricultural products,2018,1388.294636
Madagascar,Agricultural products,2019,1034.655802
Madagascar,Agricultural products,2020,937.210774
Madagascar,Agricultural products,2017,1338.39427
Madagascar,Agricultural products,2016,917.03443
Madagascar,Agricultural products,2021,1090.963475
Malawi,Agricultural products,2021,928.7076
Malawi,Agricultural products,2020,712.155409
Malawi,Agricultural products,2019,848.445851
Malawi,Agricultural products,2016,876.870591
Malawi,Agricultural products,2018,817.195883
Malawi,Agricultural products,2017,807.161956
Malaysia,Agricultural products,2018,26792.82399
Malaysia,Agricultural products,2016,25543.5185
Malaysia,Agricultural products,2017,28641.51262
Malaysia,Agricultural products,2019,26344.97554
Malaysia,Agricultural products,2020,27237.17675
Malaysia,Agricultural products,2021,36576.96659
Maldives,Agricultural products,2021,144.416362
Maldives,Agricultural products,2019,154.377283
Maldives,Agricultural products,2020,134.797
Maldives,Agricultural products,2016,137.583545
Maldives,Agricultural products,2018,178.436594
Maldives,Agricultural products,2017,196.215951
Mali,Agricultural products,2018,743.45157
Mali,Agricultural products,2016,553.951278
Mali,Agricultural products,2017,398.649875
Mali,Agricultural products,2021,593.4273
Mali,Agricultural products,2020,530.129
Mali,Agricultural products,2019,752.030778
Malta,Agricultural products,2019,355.025971
Malta,Agricultural products,2021,325.544616
Malta,Agricultural products,2020,340.431173
Malta,Agricultural products,2017,341.516334
Malta,Agricultural products,2016,298.50323
Malta,Agricultural products,2018,441.91971
Mauritania,Agricultural products,2020,823.41456
Mauritania,Agricultural products,2018,1101.567575
Mauritania,Agricultural products,2016,629.257498
Mauritania,Agricultural products,2017,851.55996
Mauritania,Agricultural products,2021,848.074225
Mauritania,Agricultural products,2019,1141.518061
Mauritius,Agricultural products,2020,631.244708
Mauritius,Agricultural products,2021,609.619537
Mauritius,Agricultural products,2017,847.11849
Mauritius,Agricultural products,2016,824.474637
Mauritius,Agricultural products,2019,704.48361
Mauritius,Agricultural products,2018,739.799445
Mexico,Agricultural products,2018,35752.63
Mexico,Agricultural products,2017,33703.69639
Mexico,Agricultural products,2016,29846.27647
Mexico,Agricultural products,2020,39788.0737
Mexico,Agricultural products,2021,46711.79274
Mexico,Agricultural products,2019,38237.9092
Mongolia,Agricultural products,2019,544.506186
Mongolia,Agricultural products,2021,503.6205
Mongolia,Agricultural products,2020,367.247749
Mongolia,Agricultural products,2016,368.588855
Mongolia,Agricultural products,2017,449.126983
Mongolia,Agricultural products,2018,575.365739
"Moldova, Republic of",Agricultural products,2018,1151.180165
"Moldova, Republic of",Agricultural products,2017,1116.354544
